pipeline_type,pipeline_name,config,run_id,auc,accuracy,final_train_loss,best_val_loss,epochs_trained,noise_type,noise_level
P3,p3_amp_damp_0.1,amp_damp_0.1,3,0.5218606180144643,50.0,0.692762255191803,0.6823324175441966,10,amp_damp,0.1
P3,p3_amp_damp_0.1,amp_damp_0.1,4,0.576977865439404,50.0,0.6926326143741608,0.6783772189827526,13,amp_damp,0.1
P3,p3_amp_damp_0.1,amp_damp_0.1,5,0.6515267733216451,51.92307692307693,0.6862128455638885,0.6786658299319884,10,amp_damp,0.1
P3,p3_amp_damp_0.1,amp_damp_0.1,6,0.5780736357659435,50.0,0.6822233595848084,0.6824966327232473,8,amp_damp,0.1
P3,p3_amp_damp_0.1,amp_damp_0.1,7,0.7029184016363503,50.0,0.6951278872489929,0.6801808756940505,11,amp_damp,0.1
P3,p3_amp_damp_0.1,amp_damp_0.1,8,0.6943348674117906,50.0,0.6890448062419892,0.6802861506448072,8,amp_damp,0.1
P3,p3_amp_damp_0.1,amp_damp_0.1,9,0.7182591862079042,50.0,0.6869619121551513,0.6825240911806331,7,amp_damp,0.1
P3,p3_amp_damp_0.2,amp_damp_0.2,1,0.4900924099642049,50.427350427350426,0.697820766210556,0.6860341622548944,9,amp_damp,0.2
P3,p3_amp_damp_0.2,amp_damp_0.2,10,0.42044707429322814,50.0,0.697689370393753,0.6911264149581685,8,amp_damp,0.2
P3,p3_amp_damp_0.2,amp_damp_0.2,2,0.6819161370443422,50.0,0.7005428712368011,0.6880760035094093,15,amp_damp,0.2
P3,p3_amp_damp_0.2,amp_damp_0.2,3,0.4644696471619548,50.0,0.6931935007572174,0.6909477184800541,8,amp_damp,0.2
P3,p3_amp_damp_0.2,amp_damp_0.2,4,0.5458031996493535,53.84615384615385,0.6995053346157074,0.6882389292997473,10,amp_damp,0.2
P3,p3_amp_damp_0.2,amp_damp_0.2,5,0.5894696471619548,50.0,0.6963089113235473,0.6919651136678808,11,amp_damp,0.2
P3,p3_amp_damp_0.2,amp_damp_0.2,6,0.6944809701219958,50.0,0.7033374762535095,0.692208361976287,14,amp_damp,0.2
P3,p3_amp_damp_0.2,amp_damp_0.2,7,0.6462122872379282,50.0,0.6974477512836457,0.6880938051378026,6,amp_damp,0.2
P3,p3_amp_damp_0.2,amp_damp_0.2,8,0.5908210972313537,50.0,0.6954130034446716,0.6906198412179947,9,amp_damp,0.2
P3,p3_amp_damp_0.2,amp_damp_0.2,9,0.6581561837972094,50.0,0.7011946451663971,0.6933833632399055,9,amp_damp,0.2
P3,p3_amp_damp_0.3,amp_damp_0.3,1,0.39185660018993357,50.0,0.7064861361980438,0.6984278121415306,21,amp_damp,0.3
P3,p3_amp_damp_0.3,amp_damp_0.3,10,0.4223098838483454,50.0,0.7037008893489838,0.7019500153906205,14,amp_damp,0.3
P3,p3_amp_damp_0.3,amp_damp_0.3,2,0.4417141500474834,50.0,0.7123596740961075,0.7011977057246601,9,amp_damp,0.3
P3,p3_amp_damp_0.3,amp_damp_0.3,3,0.41025641025641024,50.0,0.7011786620616913,0.7012381115380455,6,amp_damp,0.3
P3,p3_amp_damp_0.3,amp_damp_0.3,4,0.4834721309080283,50.0,0.6995263073444367,0.6977697286535712,9,amp_damp,0.3
P3,p3_amp_damp_0.3,amp_damp_0.3,5,0.4432756227628022,50.0,0.7234292153120041,0.6970342380159041,15,amp_damp,0.3
P3,p3_amp_damp_0.3,amp_damp_0.3,6,0.3450763386660822,50.0,0.7025910394191742,0.6998125209527857,13,amp_damp,0.3
